Date,oneyr-threemo,twoyr-threemo,fiveyr-twoyr,tenyr-twoyr,tenyr-threemo
Oct-04,0.34,0.64,0.71,1.45,2.09
Oct-04,0.38,0.7,0.71,1.45,2.15
Oct-04,0.38,0.72,0.72,1.44,2.16
Oct-04,0.38,0.71,0.73,1.48,2.19
Oct-04,0.4,0.75,0.75,1.5,2.25
Oct-04,0.4,0.74,0.76,1.52,2.26
Oct-04,0.42,0.77,0.78,1.54,2.31
Oct-04,0.41,0.74,0.78,1.55,2.29
Oct-04,0.45,0.81,0.79,1.56,2.37
Oct-04,0.48,0.84,0.79,1.56,2.4
Oct-04,0.5,0.9,0.78,1.54,2.44
Oct-04,0.56,1.02,0.81,1.54,2.56
Oct-04,0.55,0.99,0.81,1.53,2.52
Oct-04,0.52,0.94,0.79,1.53,2.47
Oct-04,0.54,0.94,0.79,1.54,2.48
Oct-04,0.5,0.92,0.81,1.58,2.5
Sep-04,0.5,0.92,0.75,1.51,2.43
Sep-04,0.48,0.89,0.76,1.49,2.38
Sep-04,0.46,0.83,0.73,1.47,2.3
Sep-04,0.46,0.85,0.7,1.42,2.27
Sep-04,0.47,0.89,0.71,1.42,2.31
Sep-04,0.44,0.85,0.73,1.45,2.3
Sep-04,0.41,0.79,0.76,1.5,2.29
Sep-04,0.4,0.77,0.79,1.56,2.33
Sep-04,0.37,0.73,0.82,1.61,2.34
Sep-04,0.4,0.82,0.82,1.61,2.43
Sep-04,0.39,0.77,0.85,1.64,2.41
Sep-04,0.42,0.84,0.88,1.67,2.51
Sep-04,0.42,0.81,0.88,1.68,2.49
Sep-04,0.44,0.84,0.88,1.66,2.5
Sep-04,0.42,0.84,0.9,1.69,2.53
Sep-04,0.45,0.86,0.91,1.72,2.58
Sep-04,0.44,0.85,0.9,1.68,2.53
Sep-04,0.47,0.92,0.9,1.68,2.6
Sep-04,0.47,0.96,0.91,1.69,2.65
Sep-04,0.42,0.86,0.94,1.74,2.6
Sep-04,0.41,0.83,0.91,1.72,2.55
Aug-04,0.4,0.82,0.92,1.72,2.54
Aug-04,0.43,0.86,0.93,1.72,2.58
Aug-04,0.47,0.92,0.95,1.75,2.67
Aug-04,0.47,0.93,0.94,1.74,2.67
Aug-04,0.49,0.97,0.95,1.75,2.72
Aug-04,0.49,0.96,0.96,1.78,2.74
Aug-04,0.49,0.96,0.96,1.78,2.74
Aug-04,0.49,0.97,0.96,1.78,2.75
Aug-04,0.48,0.95,0.96,1.79,2.74
Aug-04,0.48,0.95,0.97,1.79,2.74
Aug-04,0.5,0.96,0.95,1.77,2.73
Aug-04,0.52,1.02,0.94,1.75,2.77
Aug-04,0.53,1.03,0.95,1.75,2.78
Aug-04,0.56,1.09,0.95,1.75,2.84
Aug-04,0.56,1.1,0.97,1.76,2.86
Aug-04,0.51,1.05,0.97,1.77,2.82
Aug-04,0.46,0.94,1,1.83,2.77
Aug-04,0.47,0.96,1,1.84,2.8
Aug-04,0.61,1.16,1,1.79,2.95
Aug-04,0.62,1.17,1,1.79,2.96
Aug-04,0.63,1.18,1.01,1.79,2.97
Aug-04,0.62,1.16,1.02,1.82,2.98
Jul-04,0.68,1.23,1.03,1.82,3.05
Jul-04,0.7,1.3,1.05,1.85,3.15
Jul-04,0.71,1.32,1.04,1.83,3.15
Jul-04,0.73,1.36,1.03,1.8,3.16
Jul-04,0.73,1.3,0.98,1.74,3.04
Jul-04,0.74,1.31,1,1.76,3.07
Jul-04,0.75,1.32,1.02,1.79,3.11
Jul-04,0.79,1.36,1.01,1.79,3.15
Jul-04,0.77,1.31,1.01,1.8,3.11
Jul-04,0.75,1.21,1.01,1.82,3.03
Jul-04,0.73,1.19,1.02,1.84,3.03
Jul-04,0.76,1.29,1.05,1.86,3.15
Jul-04,0.74,1.28,1.06,1.88,3.16
Jul-04,0.71,1.24,1.08,1.92,3.16
Jul-04,0.68,1.19,1.09,1.93,3.12
Jul-04,0.72,1.27,1.09,1.94,3.21
Jul-04,0.72,1.28,1.1,1.94,3.22
Jul-04,0.7,1.26,1.11,1.94,3.2
Jul-04,0.81,1.22,1.09,1.93,3.15
Jul-04,0.72,1.24,1.08,1.94,3.18
Jul-04,0.85,1.42,1.1,1.93,3.35
Jun-04,0.76,1.37,1.11,1.92,3.29
Jun-04,0.82,1.45,1.09,1.87,3.32
Jun-04,0.92,1.48,1.11,1.9,3.38
Jun-04,0.83,1.43,1.11,1.92,3.35
Jun-04,0.82,1.45,1.11,1.92,3.37
Jun-04,0.86,1.49,1.12,1.93,3.42
Jun-04,0.89,1.48,1.12,1.92,3.4
Jun-04,0.84,1.47,1.11,1.9,3.37
Jun-04,0.95,1.52,1.13,1.91,3.43
Jun-04,0.93,1.53,1.12,1.9,3.43
Jun-04,0.94,1.54,1.12,1.9,3.44
Jun-04,0.82,1.43,1.13,1.92,3.35
Jun-04,0.84,1.56,1.13,1.92,3.48
Jun-04,0.84,1.51,1.19,2,3.51
Jun-04,0.87,1.52,1.22,2.03,3.55
Jun-04,0.75,1.46,1.23,2.05,3.51
Jun-04,0.72,1.43,1.28,2.11,3.54
Jun-04,0.76,1.49,1.27,2.08,3.57
Jun-04,0.74,1.46,1.26,2.08,3.54
Jun-04,0.75,1.48,1.26,2.09,3.57
Jun-04,0.72,1.43,1.26,2.11,3.54
May-04,0.75,1.46,1.27,2.12,3.58
May-04,0.71,1.4,1.28,2.14,3.54
May-04,0.73,1.44,1.29,2.15,3.59
May-04,0.77,1.51,1.31,2.15,3.66
May-04,0.79,1.52,1.31,2.16,3.68
May-04,0.81,1.57,1.31,2.16,3.73
May-04,0.78,1.52,1.31,2.17,3.69
May-04,0.81,1.57,1.32,2.18,3.75
May-04,0.78,1.53,1.29,2.16,3.69
May-04,0.74,1.45,1.32,2.19,3.64
May-04,0.82,1.6,1.33,2.2,3.8
May-04,0.84,1.67,1.34,2.18,3.85
May-04,0.77,1.58,1.34,2.21,3.79
May-04,0.78,1.56,1.33,2.18,3.74
May-04,0.77,1.53,1.34,2.2,3.73
May-04,0.76,1.57,1.32,2.15,3.72
May-04,0.61,1.39,1.33,2.24,3.63
May-04,0.57,1.35,1.37,2.27,3.62
May-04,0.57,1.32,1.34,2.24,3.56
May-04,0.6,1.34,1.29,2.19,3.53
Apr-04,0.57,1.33,1.32,2.22,3.55
Apr-04,0.58,1.37,1.32,2.21,3.58
Apr-04,0.57,1.33,1.3,2.2,3.53
Apr-04,0.55,1.23,1.31,2.22,3.45
Apr-04,0.58,1.29,1.29,2.18,3.47
Apr-04,0.61,1.31,1.29,2.19,3.5
Apr-04,0.52,1.18,1.31,2.25,3.43
Apr-04,0.53,1.23,1.3,2.23,3.46
Apr-04,0.49,1.14,1.34,2.32,3.46
Apr-04,0.47,1.11,1.35,2.32,3.43
Apr-04,0.46,1.09,1.36,2.34,3.43
Apr-04,0.51,1.15,1.35,2.32,3.47
Apr-04,0.53,1.18,1.31,2.27,3.45
Apr-04,0.45,1.07,1.36,2.34,3.41
Apr-04,0.4,0.97,1.35,2.34,3.31
Apr-04,0.39,0.95,1.34,2.33,3.28
Apr-04,0.36,0.92,1.32,2.32,3.24
Apr-04,0.37,0.92,1.33,2.33,3.25
Apr-04,0.4,0.97,1.33,2.33,3.3
Apr-04,0.35,0.91,1.29,2.29,3.2
Apr-04,0.3,0.72,1.22,2.26,2.98
Mar-04,0.25,0.65,1.2,2.26,2.91
Mar-04,0.25,0.67,1.23,2.28,2.95
Mar-04,0.25,0.67,1.23,2.28,2.95
Mar-04,0.24,0.64,1.22,2.26,2.9
Mar-04,0.21,0.57,1.19,2.24,2.81
Mar-04,0.23,0.57,1.18,2.23,2.8
Mar-04,0.22,0.57,1.17,2.21,2.78
Mar-04,0.22,0.57,1.17,2.22,2.79
Mar-04,0.25,0.62,1.19,2.24,2.86
Mar-04,0.24,0.62,1.17,2.21,2.83
Mar-04,0.25,0.6,1.13,2.18,2.78
Mar-04,0.21,0.55,1.14,2.19,2.74
Mar-04,0.22,0.6,1.18,2.22,2.82
Mar-04,0.22,0.58,1.19,2.24,2.82
Mar-04,0.18,0.55,1.2,2.22,2.77
Mar-04,0.21,0.58,1.17,2.2,2.78
Mar-04,0.19,0.55,1.17,2.22,2.77
Mar-04,0.19,0.56,1.22,2.26,2.82
Mar-04,0.22,0.63,1.24,2.28,2.91
Mar-04,0.29,0.77,1.29,2.31,3.08
Mar-04,0.29,0.77,1.32,2.33,3.1
Mar-04,0.29,0.77,1.3,2.31,3.08
Mar-04,0.26,0.7,1.31,2.33,3.03
Feb-04,0.25,0.7,1.35,2.33,3.03
Feb-04,0.27,0.73,1.32,2.36,3.09
Feb-04,0.27,0.71,1.31,2.35,3.06
Feb-04,0.26,0.72,1.32,2.35,3.07
Feb-04,0.25,0.72,1.34,2.36,3.08
Feb-04,0.32,0.81,1.33,2.35,3.16
Feb-04,0.29,0.76,1.32,2.35,3.11
Feb-04,0.29,0.78,1.31,2.33,3.11
Feb-04,0.26,0.75,1.32,2.35,3.1
Feb-04,0.29,0.78,1.31,2.35,3.13
Feb-04,0.31,0.82,1.32,2.35,3.17
Feb-04,0.3,0.8,1.3,2.32,3.12
Feb-04,0.32,0.87,1.31,2.31,3.18
Feb-04,0.31,0.82,1.32,2.33,3.15
Feb-04,0.33,0.84,1.35,2.35,3.19
Feb-04,0.35,0.91,1.36,2.35,3.26
Feb-04,0.33,0.86,1.35,2.35,3.21
Feb-04,0.33,0.84,1.34,2.35,3.19
Feb-04,0.35,0.89,1.35,2.35,3.24
Jan-04,0.36,0.92,1.33,2.32,3.24
Jan-04,0.35,0.94,1.34,2.34,3.28
Jan-04,0.32,0.93,1.35,2.35,3.28
Jan-04,0.3,0.79,1.37,2.41,3.2
Jan-04,0.33,0.85,1.38,2.41,3.26
Jan-04,0.31,0.81,1.35,2.38,3.19
Jan-04,0.31,0.78,1.3,2.33,3.11
Jan-04,0.3,0.8,1.33,2.36,3.16
Jan-04,0.32,0.8,1.36,2.39,3.19
Jan-04,0.32,0.81,1.33,2.34,3.15
Jan-04,0.3,0.79,1.3,2.32,3.11
Jan-04,0.31,0.77,1.31,2.36,3.13
Jan-04,0.29,0.74,1.35,2.42,3.16
Jan-04,0.32,0.79,1.36,2.43,3.22
Jan-04,0.34,0.81,1.37,2.43,3.24
Jan-04,0.41,0.97,1.39,2.42,3.39
Jan-04,0.38,0.93,1.41,2.43,3.36
Jan-04,0.39,0.93,1.42,2.45,3.38
Jan-04,0.44,1.04,1.44,2.46,3.5
Jan-04,0.38,1.01,1.42,2.44,3.45
Dec-03,0.31,0.89,1.41,2.43,3.32
Dec-03,0.34,0.92,1.4,2.43,3.35
Dec-03,0.41,0.96,1.37,2.38,3.34
Dec-03,0.4,0.95,1.35,2.35,3.3
Dec-03,0.38,0.93,1.37,2.37,3.3
Dec-03,0.41,1.06,1.34,2.32,3.38
Dec-03,0.37,0.94,1.35,2.34,3.28
Dec-03,0.37,0.94,1.34,2.33,3.27
Dec-03,0.35,0.96,1.32,2.31,3.27
Dec-03,0.36,0.93,1.35,2.36,3.29
Dec-03,0.37,0.92,1.38,2.41,3.33
Dec-03,0.4,0.98,1.38,2.4,3.38
Dec-03,0.37,0.93,1.39,2.42,3.35
Dec-03,0.37,0.93,1.38,2.44,3.37
Dec-03,0.4,1.01,1.34,2.36,3.37
Dec-03,0.42,1.04,1.36,2.35,3.39
Dec-03,0.4,1.01,1.34,2.35,3.36
Dec-03,0.38,0.96,1.35,2.35,3.31
Dec-03,0.45,1.13,1.36,2.32,3.45
Dec-03,0.45,1.15,1.37,2.32,3.47
Dec-03,0.44,1.13,1.36,2.31,3.44
Dec-03,0.46,1.17,1.34,2.28,3.45
Nov-03,0.46,1.13,1.32,2.28,3.41
Nov-03,0.41,1.03,1.3,2.28,3.31
Nov-03,0.37,0.94,1.31,2.3,3.24
Nov-03,0.37,0.98,1.3,2.29,3.27
Nov-03,0.35,0.9,1.31,2.31,3.21
Nov-03,0.33,0.88,1.31,2.33,3.21
Nov-03,0.37,0.95,1.32,2.34,3.29
Nov-03,0.34,0.87,1.31,2.34,3.21
Nov-03,0.33,0.84,1.34,2.38,3.22
Nov-03,0.36,0.89,1.35,2.38,3.27
Nov-03,0.39,0.98,1.37,2.38,3.36
Nov-03,0.44,1.1,1.4,2.39,3.49
Nov-03,0.42,1.09,1.43,2.43,3.52
Nov-03,0.44,1.08,1.43,2.44,3.52
Nov-03,0.42,1.05,1.42,2.44,3.49
Nov-03,0.39,0.98,1.41,2.44,3.42
Nov-03,0.36,0.91,1.42,2.47,3.38
Nov-03,0.37,0.94,1.44,2.5,3.44
Oct-03,0.35,0.89,1.42,2.48,3.37
Oct-03,0.36,0.9,1.43,2.5,3.4
Oct-03,0.33,0.83,1.41,2.52,3.35
Oct-03,0.29,0.75,1.4,2.52,3.27
Oct-03,0.33,0.85,1.38,2.47,3.32
Oct-03,0.32,0.81,1.37,2.48,3.29
Oct-03,0.34,0.88,1.4,2.5,3.38
Oct-03,0.32,0.84,1.41,2.49,3.33
Oct-03,0.39,0.96,1.42,2.49,3.45
Oct-03,0.37,0.93,1.45,2.53,3.46
Oct-03,0.38,0.97,1.43,2.51,3.48
Oct-03,0.41,1.03,1.44,2.51,3.54
Oct-03,0.34,0.86,1.51,2.64,3.5
Oct-03,0.3,0.8,1.5,2.64,3.44
Oct-03,0.29,0.73,1.5,2.64,3.37
Oct-03,0.31,0.78,1.48,2.63,3.41
Oct-03,0.3,0.74,1.49,2.62,3.36
Oct-03,0.29,0.75,1.48,2.6,3.35
Oct-03,0.21,0.66,1.46,2.57,3.23
Oct-03,0.26,0.71,1.47,2.56,3.27
Oct-03,0.2,0.54,1.42,2.55,3.09
Oct-03,0.18,0.52,1.37,2.49,3.01
Sep-03,0.2,0.55,1.35,2.46,3.01
Sep-03,0.25,0.65,1.37,2.48,3.13
Sep-03,0.27,0.66,1.35,2.44,3.1
Sep-03,0.27,0.71,1.4,2.47,3.18
Sep-03,0.27,0.71,1.41,2.5,3.21
Sep-03,0.31,0.75,1.45,2.56,3.31
Sep-03,0.29,0.75,1.46,2.56,3.31
Sep-03,0.28,0.75,1.41,2.47,3.22
Sep-03,0.27,0.72,1.41,2.51,3.23
Sep-03,0.24,0.68,1.43,2.57,3.25
Sep-03,0.29,0.7,1.49,2.66,3.36
Sep-03,0.24,0.67,1.49,2.65,3.32
Sep-03,0.24,0.7,1.49,2.61,3.31
Sep-03,0.26,0.75,1.53,2.64,3.39
Sep-03,0.24,0.68,1.54,2.64,3.32
Sep-03,0.27,0.75,1.57,2.66,3.41
Sep-03,0.3,0.78,1.57,2.66,3.44
Sep-03,0.28,0.76,1.56,2.63,3.39
Sep-03,0.36,0.94,1.59,2.61,3.55
Sep-03,0.39,1.05,1.59,2.58,3.63
Sep-03,0.41,1.06,1.59,2.57,3.63
Aug-03,0.37,0.97,1.51,2.5,3.47
Aug-03,0.35,0.94,1.49,2.49,3.43
Aug-03,0.38,1.05,1.5,2.49,3.54
Aug-03,0.31,0.95,1.54,2.54,3.49
Aug-03,0.33,1,1.5,2.51,3.51
Aug-03,0.37,0.99,1.5,2.51,3.5
Aug-03,0.4,1.01,1.53,2.55,3.56
Aug-03,0.34,0.88,1.51,2.61,3.49
Aug-03,0.33,0.85,1.46,2.57,3.42
Aug-03,0.37,0.91,1.5,2.62,3.53
Aug-03,0.35,0.9,1.57,2.7,3.6
Aug-03,0.35,0.9,1.56,2.69,3.59
Aug-03,0.35,0.9,1.57,2.72,3.62
Aug-03,0.3,0.76,1.52,2.66,3.42
Aug-03,0.34,0.85,1.45,2.57,3.42
Aug-03,0.26,0.76,1.45,2.55,3.31
Aug-03,0.31,0.79,1.45,2.56,3.35
Aug-03,0.33,0.83,1.47,2.54,3.37
Aug-03,0.36,0.92,1.49,2.59,3.51
Aug-03,0.27,0.74,1.53,2.64,3.38
Aug-03,0.36,0.9,1.52,2.59,3.49
Jul-03,0.32,0.84,1.58,2.69,3.53
Jul-03,0.19,0.66,1.63,2.7,3.36
Jul-03,0.18,0.68,1.66,2.75,3.43
Jul-03,0.2,0.64,1.6,2.7,3.34
Jul-03,0.2,0.59,1.58,2.7,3.29
Jul-03,0.2,0.61,1.54,2.66,3.27
Jul-03,0.18,0.61,1.5,2.58,3.19
Jul-03,0.19,0.64,1.5,2.6,3.24
Jul-03,0.24,0.68,1.49,2.58,3.26
Jul-03,0.21,0.6,1.42,2.49,3.09
Jul-03,0.21,0.57,1.41,2.51,3.08
Jul-03,0.21,0.58,1.38,2.48,3.06
Jul-03,0.18,0.53,1.36,2.49,3.02
Jul-03,0.16,0.44,1.25,2.39,2.83
Jul-03,0.17,0.4,1.23,2.37,2.77
Jul-03,0.18,0.44,1.26,2.37,2.81
Jul-03,0.19,0.47,1.26,2.36,2.83
Jul-03,0.17,0.47,1.26,2.36,2.83
Jul-03,0.16,0.44,1.27,2.38,2.82
Jul-03,0.2,0.45,1.23,2.35,2.8
Jul-03,0.19,0.43,1.17,2.26,2.69
Jul-03,0.18,0.41,1.18,2.26,2.67
Jun-03,0.19,0.42,1.14,2.22,2.64
Jun-03,0.22,0.51,1.14,2.2,2.71
Jun-03,0.2,0.5,1.08,2.14,2.64
Jun-03,0.13,0.38,1.02,2.08,2.46
Jun-03,0.08,0.31,1.07,2.15,2.46
Jun-03,0.09,0.32,1.07,2.15,2.47
Jun-03,0.11,0.39,1.09,2.18,2.57
Jun-03,0.07,0.36,1.11,2.18,2.54
Jun-03,0.07,0.38,1.07,2.1,2.48
Jun-03,0.1,0.35,1.01,2.02,2.37
Jun-03,0.08,0.31,0.96,2,2.31
Jun-03,0.04,0.24,0.98,2.03,2.27
Jun-03,0.03,0.21,0.97,2.05,2.26
Jun-03,0.06,0.22,1,2.05,2.27
Jun-03,0.01,0.16,0.99,2.07,2.23
Jun-03,0.01,0.16,1.01,2.1,2.26
Jun-03,0.03,0.22,1.02,2.1,2.32
Jun-03,0.03,0.21,1,2.09,2.3
Jun-03,-0.01,0.15,0.99,2.1,2.25
Jun-03,-0.01,0.12,1.05,2.14,2.26
Jun-03,0.01,0.19,1.04,2.1,2.29
May-03,0.02,0.22,0.97,2.04,2.26
May-03,0.01,0.2,0.97,2.04,2.24
May-03,0.03,0.23,1,2.09,2.32
May-03,0.04,0.24,1.01,2.08,2.32
May-03,0.06,0.3,0.95,1.96,2.26
May-03,0.06,0.28,0.96,1.98,2.26
May-03,0.09,0.32,0.99,2.01,2.33
May-03,0.06,0.27,1.03,2.07,2.34
May-03,0.09,0.3,1.06,2.11,2.41
May-03,0.1,0.33,1.05,2.08,2.41
May-03,0.15,0.4,1.06,2.07,2.47
May-03,0.14,0.35,1.06,2.12,2.47
May-03,0.14,0.38,1.11,2.16,2.54
May-03,0.12,0.36,1.12,2.18,2.54
May-03,0.11,0.34,1.16,2.24,2.58
May-03,0.15,0.4,1.13,2.21,2.61
May-03,0.1,0.34,1.19,2.27,2.61
May-03,0.09,0.35,1.31,2.39,2.74
May-03,0.14,0.42,1.32,2.37,2.79
May-03,0.15,0.44,1.34,2.38,2.82
May-03,0.11,0.4,1.32,2.38,2.78
Apr-03,0.09,0.38,1.34,2.38,2.76
Apr-03,0.13,0.47,1.32,2.34,2.81
Apr-03,0.14,0.45,1.31,2.33,2.78
Apr-03,0.12,0.43,1.31,2.34,2.77
Apr-03,0.13,0.47,1.3,2.31,2.78
Apr-03,0.16,0.53,1.32,2.32,2.85
Apr-03,0.16,0.52,1.31,2.31,2.83
Apr-03,0.17,0.53,1.32,2.29,2.82
Apr-03,0.16,0.53,1.28,2.27,2.8
Apr-03,0.14,0.5,1.28,2.29,2.79
Apr-03,0.14,0.51,1.27,2.29,2.8
Apr-03,0.13,0.54,1.28,2.3,2.84
Apr-03,0.13,0.48,1.3,2.35,2.83
Apr-03,0.11,0.46,1.29,2.35,2.81
Apr-03,0.09,0.42,1.32,2.38,2.8
Apr-03,0.06,0.44,1.32,2.36,2.8
Apr-03,0.08,0.48,1.34,2.38,2.86
Apr-03,0.07,0.44,1.33,2.41,2.85
Apr-03,0.07,0.44,1.32,2.38,2.82
Apr-03,0.09,0.47,1.29,2.34,2.81
Apr-03,0.04,0.38,1.28,2.34,2.72
Mar-03,0.05,0.37,1.27,2.32,2.69
Mar-03,0.08,0.42,1.3,2.36,2.78
Mar-03,0.09,0.46,1.3,2.33,2.79
Mar-03,0.09,0.5,1.26,2.28,2.78
Mar-03,0.1,0.51,1.28,2.28,2.79
Mar-03,0.15,0.54,1.27,2.27,2.81
Mar-03,0.18,0.62,1.32,2.31,2.93
Mar-03,0.17,0.58,1.27,2.26,2.84
Mar-03,0.16,0.56,1.26,2.26,2.82
Mar-03,0.21,0.58,1.21,2.19,2.77
Mar-03,0.09,0.48,1.19,2.19,2.67
Mar-03,0.09,0.43,1.16,2.16,2.59
Mar-03,0.12,0.47,1.16,2.15,2.62
Mar-03,0.04,0.35,1.12,2.15,2.5
Mar-03,0.02,0.28,1.16,2.22,2.5
Mar-03,0.01,0.27,1.16,2.24,2.51
Mar-03,0.03,0.27,1.17,2.24,2.51
Mar-03,0.04,0.29,1.16,2.2,2.49
Mar-03,0.04,0.28,1.12,2.17,2.45
Mar-03,0.05,0.3,1.13,2.16,2.46
Mar-03,0.06,0.32,1.14,2.16,2.48
Feb-03,0.04,0.33,1.16,2.18,2.51
Feb-03,0.06,0.37,1.17,2.18,2.55
Feb-03,0.06,0.36,1.18,2.21,2.57
Feb-03,0.07,0.38,1.19,2.23,2.61
Feb-03,0.07,0.39,1.22,2.26,2.65
Feb-03,0.12,0.44,1.23,2.27,2.71
Feb-03,0.1,0.4,1.23,2.26,2.66
Feb-03,0.11,0.43,1.26,2.27,2.7
Feb-03,0.12,0.47,1.26,2.28,2.75
Feb-03,0.12,0.44,1.29,2.33,2.77
Feb-03,0.1,0.4,1.28,2.32,2.72
Feb-03,0.11,0.44,1.3,2.31,2.75
Feb-03,0.12,0.47,1.35,2.33,2.8
Feb-03,0.16,0.51,1.35,2.31,2.82
Feb-03,0.11,0.46,1.34,2.33,2.79
Feb-03,0.15,0.51,1.34,2.29,2.8
Feb-03,0.16,0.55,1.34,2.29,2.84
Feb-03,0.17,0.52,1.31,2.28,2.8
Feb-03,0.16,0.54,1.33,2.29,2.83
Jan-03,0.13,0.54,1.3,2.28,2.82
Jan-03,0.12,0.52,1.32,2.3,2.82
Jan-03,0.18,0.59,1.3,2.29,2.88
Jan-03,0.16,0.52,1.29,2.3,2.82
Jan-03,0.14,0.53,1.27,2.28,2.81
Jan-03,0.15,0.5,1.27,2.28,2.78
Jan-03,0.16,0.52,1.28,2.29,2.81
Jan-03,0.14,0.49,1.28,2.29,2.78
Jan-03,0.14,0.48,1.33,2.34,2.82
Jan-03,0.16,0.52,1.35,2.35,2.87
Jan-03,0.19,0.57,1.36,2.35,2.92
Jan-03,0.17,0.55,1.35,2.35,2.9
Jan-03,0.21,0.57,1.34,2.34,2.91
Jan-03,0.2,0.6,1.36,2.34,2.94
Jan-03,0.19,0.59,1.41,2.37,2.96
Jan-03,0.24,0.67,1.36,2.32,2.99
Jan-03,0.17,0.52,1.3,2.29,2.81
Jan-03,0.21,0.58,1.27,2.27,2.85
Jan-03,0.23,0.63,1.26,2.25,2.88
Jan-03,0.19,0.57,1.24,2.26,2.83
Jan-03,0.2,0.58,1.25,2.27,2.85
Dec-02,0.1,0.39,1.17,2.22,2.61
Dec-02,0.14,0.39,1.15,2.21,2.6
Dec-02,0.2,0.44,1.19,2.23,2.67
Dec-02,0.23,0.52,1.19,2.23,2.75
Dec-02,0.23,0.54,1.19,2.22,2.76
Dec-02,0.24,0.6,1.16,2.19,2.79
Dec-02,0.18,0.55,1.17,2.21,2.76
Dec-02,0.16,0.53,1.17,2.22,2.75
Dec-02,0.22,0.6,1.22,2.25,2.85
Dec-02,0.26,0.67,1.22,2.24,2.91
Dec-02,0.27,0.71,1.2,2.21,2.92
Dec-02,0.26,0.66,1.21,2.2,2.86
Dec-02,0.25,0.64,1.18,2.16,2.8
Dec-02,0.25,0.64,1.17,2.16,2.8
Dec-02,0.27,0.69,1.17,2.16,2.85
Dec-02,0.25,0.65,1.2,2.18,2.83
Dec-02,0.26,0.68,1.24,2.2,2.88
Dec-02,0.28,0.75,1.22,2.16,2.91
Dec-02,0.31,0.8,1.23,2.16,2.96
Dec-02,0.34,0.85,1.25,2.16,3.01
Dec-02,0.32,0.83,1.24,2.15,2.98
Nov-02,0.34,0.86,1.2,2.14,3
Nov-02,0.35,0.9,1.21,2.13,3.03
Nov-02,0.29,0.75,1.17,2.11,2.86
Nov-02,0.32,0.85,1.17,2.1,2.95
Nov-02,0.31,0.87,1.16,2.08,2.95
Nov-02,0.3,0.83,1.15,2.09,2.92
Nov-02,0.28,0.76,1.15,2.1,2.86
Nov-02,0.28,0.7,1.11,2.08,2.78
Nov-02,0.25,0.68,1.13,2.11,2.79
Nov-02,0.27,0.69,1.14,2.14,2.83
Nov-02,0.26,0.67,1.12,2.14,2.81
Nov-02,0.21,0.55,1.06,2.08,2.63
Nov-02,0.22,0.57,1.04,2.05,2.62
Nov-02,0.21,0.65,1,1.98,2.63
Nov-02,0.24,0.64,1,2.02,2.66
Nov-02,0.23,0.64,1.14,2.22,2.86
Nov-02,0.06,0.4,1.18,2.28,2.68
Nov-02,0.05,0.36,1.21,2.28,2.64
Nov-02,0.03,0.33,1.16,2.25,2.58
Oct-02,0.02,0.24,1.13,2.25,2.49
Oct-02,-0.02,0.23,1.13,2.25,2.48
Oct-02,0.02,0.28,1.1,2.18,2.46
Oct-02,0.01,0.29,1.15,2.22,2.51
Oct-02,0.05,0.34,1.12,2.14,2.48
Oct-02,0.08,0.44,1.09,2.07,2.51
Oct-02,0.16,0.52,1.06,2.06,2.58
Oct-02,0.16,0.52,1.08,2.06,2.58
Oct-02,0.15,0.52,1.05,2.01,2.53
Oct-02,0.1,0.42,1.08,2.05,2.47
Oct-02,0.11,0.43,1.1,2.06,2.49
Oct-02,0.08,0.36,1.09,2.04,2.4
Oct-02,0.11,0.4,1.03,1.99,2.39
Oct-02,0.05,0.27,0.98,1.98,2.25
Oct-02,0.02,0.17,0.93,1.93,2.1
Oct-02,-0.02,0.15,0.93,1.89,2.04
Oct-02,-0.01,0.19,0.9,1.85,2.04
Oct-02,-0.04,0.14,0.9,1.87,2.01
Oct-02,-0.03,0.17,0.95,1.91,2.08
Oct-02,-0.04,0.18,0.99,1.95,2.13
Oct-02,-0.05,0.17,0.99,1.96,2.13
Oct-02,-0.03,0.21,0.95,1.92,2.13
Sep-02,-0.04,0.15,0.91,1.91,2.06
Sep-02,-0.01,0.19,0.92,1.87,2.06
Sep-02,0.03,0.32,0.89,1.82,2.14
Sep-02,0.07,0.34,0.83,1.77,2.11
Sep-02,0.03,0.28,0.83,1.76,2.04
Sep-02,0.03,0.28,0.83,1.77,2.05
Sep-02,0.03,0.29,0.92,1.85,2.14
Sep-02,0.03,0.28,0.94,1.86,2.14
Sep-02,0.07,0.36,0.92,1.82,2.18
Sep-02,0.07,0.36,0.91,1.81,2.17
Sep-02,0.07,0.36,0.93,1.83,2.19
Sep-02,0.05,0.38,0.93,1.85,2.23
Sep-02,0.1,0.43,0.95,1.86,2.29
Sep-02,0.15,0.49,0.97,1.89,2.38
Sep-02,0.09,0.44,0.96,1.88,2.32
Sep-02,0.08,0.44,0.98,1.92,2.36
Sep-02,0.09,0.42,1.02,1.97,2.39
Sep-02,0.05,0.34,1,1.96,2.3
Sep-02,0.06,0.39,1,1.94,2.33
Sep-02,0.07,0.37,1.03,1.97,2.34
Aug-02,0.05,0.45,1.08,2,2.45
Aug-02,0.07,0.46,1.1,2.02,2.48
Aug-02,0.18,0.56,1.08,1.99,2.55
Aug-02,0.21,0.58,1.11,2.03,2.61
